url_md5,url,significant_terms,matched_kw_from_content,matched_kw_from_urls,content,status,created_on,last_updated_on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87c48e8021a6b84628a5bed7479eb5ba,https://www.ratemds.com/best-doctors/bc/british-columbia/colorectal-proctologist/,,,,,P,11-02-2024 21:10,11-02-2024 21:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87bbe9b0009c3baa086a7570475ad314,https://www.ratemds.com/best-doctors/ny/yonkers/cardiothoracic-surgeon/,,,,,P,11-02-2024 21:10,11-02-2024 21:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878b3239379b175e48de3865cf9a1dcc,https://www.theepochtimes.com/article/denver-tornado-warning-in-colorado-arapahoe-adams-counties-wednesday-688234,tornado|Denver|northeast Colorado|National Weather Service|Central Denver County|MDT,,tornado|denver,A tornado warning was issued for Denver,,,, windows and vehicles will occur. Tree damage is likely,"” the NWS also says.	P	2024-02-11 21:10:33	2024-02-11 22:52:14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677ba0c5a707ad5f1e6b5a49037b0a0,https://journals.sagepub.com/doi/abs/10.1177/0897190012452839,,,,,P,11-02-2024 21:10,11-02-2024 21:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84d1a04df8da346897d6b8cfa2331ea5,https://www.pollen.com/forecast/historic/pollen/18240,Allergies|allergy reports|first allergy report|allergy sufferers|people experience symptoms,allergies|cold|copd|medications|sleep,,I Never Had Allergies Before.  How Did I Get Them?\n\nWhat Do You Mean There Is Pollen All Year Round?\n\nMy Allergies Are Killing Me.  How Do I Get Rid of Them?\n\nGet allergy reports\n\nPollen.com will send your first allergy report when pollen conditions reach moderate levels (above 4.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8460e098e60eaf9135bd4162ec66b6c4,https://www.theepochtimes.com/bright/chinese-buyers-drive-up-bonhams-sale-1483867,art|works|Chinese works|mainland Chinese buyer|European Fine Art Fair,,,A recent Bonhams auction of mostly Chinese works of art is the latest evidence that buyers from mainland China are increasingly putting the most cash on the table in the international art marketplace. Some of the works sold for as much as 40 times their presale estimates.\n\nDuring the two-day auction of Asian Works of Art,,,,000 went for $43,750. A piece described as a “huanghuali and burlwood table, composed of 18th century elements” was originally estimated to go for $40,000–$60,0, but the winning bid, by a mainland Chinese buyer, was $458,500.\n\n“Furniture and works of art and paintings were the target of frenzied bidding on the telephone, the Internet, and overseas,” according to Bonhams.\n\nThe Bonhams sale follows a trend of increasing sales to Chinese buyers. According to a report released in March by the European Fine Art Fair (TEFAF), China overtook the United States last year as the world’s biggest market for art and antiques.\n\nBut the Chinese market may not be what it seems. One report in March indicates that Sotheby’s lost about $22 million from canceled sales between 2008 and 2011. Sotheby’s eventually had to take the delinquent bidders to court, filing nine lawsuits in Hong Kong, according to court papers cited by Bloomberg.\n\n“It’s an international problem,” Roger Keverne, a dealer who specializes in Chinese ceramics and works of art," told Bloomberg. “Some Chinese dealers are trying to sell things before they pay for them. We don’t know the full extent of it. The concern is that they can also be the under bidders. They push prices up. It isn’t a genuine market.”\n\nThe Epoch Times publishes in 35 countries and in 19 languages. Subscribe to our e-newsletter.	P	2024-02-11 21:10:33	2024-02-11 22:50:35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8430280fb9b983e2048803c1abb782f0,https://www.hometalk.com/posts/kitchen-dining/kitchen-dining-furniture/repurposed-desk-from-our-seldom-used-buffet-2392322,,,,,P,11-02-2024 21:10,11-02-2024 22:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82fef8985adcc0b4ff77256d092508a0,https://journals.sagepub.com/doi/10.1177/197140090201500607,,,,,P,11-02-2024 21:10,11-02-2024 22:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043b8e94cd70f2f515e80325674b948,https://www.theepochtimes.com/world/taliban-capture-strategically-important-city-tenth-overall-in-a-week-3945831,Taliban|group|Afghanistan|city|Ghazni|province,,taliban|city,The Taliban terrorist group captured the strategic Afghan city of Ghazni,,,, and recent statements from President Joe Biden and various White House officials suggest Americans won’t attempt to aid the Afghan government in its fight against the Taliban.\n\nThe al Qaeda terrorist network—blamed for the Sept. 11 terrorist attacks—has long had a presence in the province, according to the Long War Journal, which has, for decades, chronicled the U. S. wars in Afghanistan and Iraq. Just last year, a senior al Qaeda leader, Husam Abd-al-Ra’uf, was killed in a military raid in Ghazni and was later confirmed by U.S. military officials.\n\nSeparately, the Taliban in recent days said they had seized airports outside the cities of Kunduz and Sheberghan in the north and Farah in the west, making it even more difficult to supply government forces. They said they had also captured the provincial headquarters in Lashkar Gah, the capital of the southern province of Helmand, a hotbed of militant activity.\n\nThe Taliban, however, risk isolating the country if they do seize overall control. “Attempts to monopolize power through violence, fear, and war will only lead to international isolation,” the charge d'affaires at the U. S. Embassy, Ross Wilson, said on Twitter.\n\nGerman Foreign Minister Heiko Maas, meanwhile," said Berlin would not provide financial support to Afghanistan if the Taliban take over and introduce sharia religious law.	P	2024-02-11 21:10:33	2024-02-11 22:48:15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fae2725101eeaab6669e33c0bb7762c,https://www.foodtalkdaily.com/posts/ingredients/eggs/vegetarian-don-buri-44435577,dish|aubergine|vegetables|aubergine dishes|vegetable world|cook,,,Brighten up your weekend with this colourful,,,, as your veg is served raw. Making this dish a great meal to cook on a busy midweek evening.\n\nThe aubergine is the real star of this dish, as it has the ability to take on such a powerful flavour. Think of it as being the tofu of the vegetable world. An excellent meat replacement which is normally in don buri. Its an amazing vegetable as it keeps its structural integrity, whilst also being silky, meaty," and utterly delicious texture.\n\nThis dish really is a showstopper! For more of my amazing aubergine dishes please check out my instagram page also! @the.last.bite.food.blog	P	2024-02-11 21:10:33	2024-02-11 21:48:01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e2a1781553d8b2f921af1fa0a4fef90,https://journals-sagepub-com.proxy.wexler.hunter.cuny.edu/doi/10.1177/1352458517739976,NetID|professors request off-campus access|password contact|Password|Doctoral students,,,Then press the Sign in button to continue.\n\nDon't Know Your NetID\n\nor\n\nForgot Your Password?\n\nFor problems with your NetID or password contact the  ICIT Help Desk\n\nDoctoral students from other campuses taking classes at Hunter should have their professors request off-campus access with us.,P,11-02-2024 21:10,11-02-2024 22:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c620f4d5086cb52f136748f1b9370dc,https://journalssagepub.publicaciones.saludcastillayleon.es/toc/pdia/13,Journal portfolios|subject areas,,,Journal portfolios in each of our subject areas.,P,11-02-2024 21:10,11-02-2024 22:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a41eec4a417d517b9f60ecfdad7a6ed,https://medicalxpress.com/news/2009-04-clinical-guidelines-hiv-associated-opportunistic-infections.html#!,infections|guidelines|Treatment|Prevention|Opportunistic Infections,,infections|guidelines|opportunistic infections,The first complete update in five years of the U. S. guidelines for preventing and treating HIV-associated opportunistic infections has been released by the National Institutes of Health and the Centers for Disease Control and Prevention in cooperation with the HIV Medicine Association of the Infectious Diseases Society of America (IDSA).\n\nThe new Guidelines for Prevention and Treatment of Opportunistic Infections in HIV-Infected Adults and Adolescents apply state-of-the-art science and medicine to 29 infectious diseases of concern. More than 140 medical experts contributed their knowledge to this edition of the guidelines,,,, these infections continue to threaten the health of many people infected with HIV, says John T. Brooks, M. D., co-author of the guidelines and leader of the HIV Clinical Epidemiology Team in CDC's Division of HIV/AIDS Prevention. It is critical that health care providers, especially newer clinicians who may have less experience with opportunistic infections, remain able to recognize the signs and symptoms of these infections and know how to provide the most effective preventive care and treatment.\n\nThe new guidelines combine what were previously two separate publications, one for the prevention of opportunistic infections (last published in 2002) and one for their treatment (first published in 2004).\n\nMajor changes to the guidelines include\n\n* Emphasis on the important role of effective antiretroviral therapy in augmenting immune function, which is pivotal to preventing and managing opportunistic infections\n\n* Information on the diagnosis and management of immune reconstitution inflammatory syndrome, a condition in which the immune system begins to recover, but then responds to a previously acquired opportunistic infection with an overwhelming inflammatory response that worsens the symptoms of infection\n\n* Information on the prevention and treatment of hepatitis B and C infections\n\n* Information on interferon-gamma release assays for the detection of latent Mycobacterium tuberculosis infection\n\n* Updated information on interactions between antiretroviral drugs and drugs used to treat opportunistic infections\n\n* A new section on malaria and other tropical diseases that may become opportunistic infections in HIV-infected immigrants to the United States and in HIV-infected American travelers\n\nHIV-associated opportunistic infections in the United States often occur in people who are unaware that they have HIV; in such cases, the opportunistic infection may be the first sign of late-stage HIV disease. HIV-associated opportunistic infections also tend to occur among Americans who are aware of their HIV infection but are not receiving treatment for it, who do not or cannot take antiretroviral therapy, who take antiretroviral therapy but fail to benefit from it, or who do not receive needed preventive care for an opportunistic infection.\n\nA draft of the new guidelines was released in June 2008 for public comment, and an early edition of the new guidelines was published online on March 24. The finalized new Guidelines for Prevention and Treatment of Opportunistic Infections in HIV-Infected Adults and Adolescents are accessible at http://www.cdc.gov/mmwr/pdf/rr/rr5804.pdf and http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5804a1.htm. These guidelines, as well as all federal HIV prevention and treatment guidelines, can be found on the AIDSInfo Web site at http://www.aidsinfo.nih.gov/Guidelines/Default.aspx?MenuItem=Guidelines.\n\nA final draft of the corresponding pediatric version of these guidelines, Guidelines for the Prevention and Treatment of Opportunistic Infections among HIV-Exposed and HIV-Infected Children," is under review and will be published later this year.	P	2024-02-11 21:10:33	2024-02-11 23:46:26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e308a91d9db862112646ba99f7e892,https://www.theepochtimes.com/article/kenyan-girl-shot-dead-as-post-election-anger-boils-2280152,police|Saturday|Kenyan police|Odinga’s NASA coalition|Kenyatta,,,NAIROBI/KISUMU,,,,200 people died nationwide, said tear gas and live rounds were fired. One man had been killed, a government official said. The unrest erupted moments after Kenya’s election commission announced late on Friday that Kenyatta,55, had secured a second five-year term in office, despite opposition allegations that the tally was a fraud.Interior Minister Fred Matiang'i said the trouble was localized and blamed it on “criminal elements” rather than legitimate political protest.\n\nOdinga’s NASA coalition provided no evidence for its rejection of the result. Kenya’s main monitoring group, ELOG, said on Saturday its tally matched the official outcome, undermining NASA’s allegations of fraud. In addition to the deaths, Kisumu’s main hospital was treating four people for gunshot wounds and six who had been beaten by Kenyan police, its records showed.One man, 28-year-old Moses Oduor, was inside his home in the impoverished district of Obunga when police conducting house-to-house raids dragged him out of his bedroom and beat him with clubs.\n\n“He was not out fighting them. He was rescued by my sister who lives next to him. She came outside screaming at the police, asking why they are beating people,” his brother, Charles Ochieng said, speaking on behalf of a dazed Oduor. More shooting was heard outside the hospital on Saturday morning. In Nairobi, armed police units backed by water cannon moved through the rubble-strewn streets of Kibera, another pro-Odinga slum.Interior minister Matiang'i defended the police against accusations of brutality.“Let us be honest - there are no demonstrations happening,” he told reporters.“Individuals or gangs that are looting shops, that want to endanger lives, that are breaking into people’s businesses – those are not demonstrators. They are criminals. And we expect police to deal with criminals how criminals should be dealt with.”\n\nAs with previous votes in 2007 and 2013, this year’s elections have exposed the underlying ethnic tensions in the nation of 45 million, the economic engine of East Africa and the region’s main trading hub. In particular, Odinga’s Luo tribe, who hail from the west, had hoped an Odinga presidency would have broken the Kikuyu and Kalenjin dominance of central government since independence in 1963. Kenyatta, son of Kenya’s first president, is a Kikuyu.Even before the declaration, Odinga’s NASA coalition had rejected the outcome, saying the election commission’s systems had been hacked, the count was irregular and foreign observers who gave the poll a clean bill of health were biased.NASA provided no evidence for any of its accusations but singled out former U.S. Secretary of State John Kerry and former South African president Thabo Mbeki—who both led teams of election observers—for criticism.\n\nTop Odinga lieutenant James Orengo said NASA would not challenge the results in court—as Odinga did when he lost in 2013—but hinted at mass action by praising the history of Kenyans in standing up to previous “stolen” elections.“Going to court is not an option. We have been there before,” Orengo told reporters. In addition to the thumbs-up from foreign monitors, Kenya’s ELOG domestic observation group, which had 8,300 agents on the ground, published a parallel vote tally on Saturday that conformed with the official results.ELOG’s projected outcome put Kenyatta on 54 percent with a 1.9 percent error margin - compared to an official tally of 54.3 percent.“We did not find anything deliberately manipulated,"” ELOG chairwoman Regina Opondo said.	P	2024-02-11 21:10:33	2024-02-11 22:45:04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
